transaction_id,date,merchant_raw,description,amount,transaction_type,payment_method,category,subcategory,merchant_clean,description_clean,text_features,log_amount,full_target
TXN_C_002039,2025-01-14 19:41:00,BHARATPE-BLINKIT COMMERCE GURGAON MUMBAI,Weekly fresh fruits vegetables eggs,1402.76,debit,UPI,EXPENSE,Groceries,BHARATPE BLINKIT COMMERCE GURGAON MUMBAI,weekly fresh fruits vegetables eggs,BHARATPE BLINKIT COMMERCE GURGAON MUMBAI weekly fresh fruits vegetables eggs,7.24690962980288,EXPENSE::Groceries
TXN_C_004239,2025-08-24 03:48:00,POS OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR,1987.49,debit,Credit Card,EXPENSE,Subscriptions,OPENAI CHATGPT PLUS SUB,monthly ai assistant subscription in inr,OPENAI CHATGPT PLUS SUB monthly ai assistant subscription in inr,7.595130835718832,EXPENSE::Subscriptions
TXN_C_004867,2025-10-19 01:03:00,UBER INDIA RIDES BANGALORE DELHI,Cab ride home from office commute ref:53323,265.76,debit,Credit Card,EXPENSE,Transport,UBER INDIA RIDES BANGALORE DELHI,cab ride home from office commute,UBER INDIA RIDES BANGALORE DELHI cab ride home from office commute,5.586349377764106,EXPENSE::Transport
TXN_C_002403,2025-12-22 21:52:00,RAZORPAY*RAPIDO BIKE TAXI RIDE,Quick metro station last-mile commute ref:17117,164.01,debit,UPI,EXPENSE,Transport,RAZORPAY BIKE TAXI RIDE,quick metro station last mile commute,RAZORPAY BIKE TAXI RIDE quick metro station last mile commute,5.106006078124714,EXPENSE::Transport
TXN_C_001075,2025-06-29 14:26:00,BILLDESK-PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet ref:71548,4777.48,transfer,Debit Card,TRANSFER,Other Transfer,BILLDESK PAYTM WALLET TOPUP LOAD,money transfer from bank account to wallet,BILLDESK PAYTM WALLET TOPUP LOAD money transfer from bank account to wallet,8.471877783283643,TRANSFER::Other Transfer
TXN_C_005814,2025-03-10 08:24:00,BHARATPE-NYKAA E-RETAIL BEAUTY MUMBAI,Skincare grooming perfumes and cosmetics ref:50401,843.13,debit,Credit Card,EXPENSE,Shopping,BHARATPE NYKAA E BEAUTY MUMBAI,skincare grooming perfumes and cosmetics,BHARATPE NYKAA E BEAUTY MUMBAI skincare grooming perfumes and cosmetics,6.738306511170815,EXPENSE::Shopping
TXN_C_005427,2025-11-30 14:30:00,PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet,3367.7,transfer,Debit Card,TRANSFER,Other Transfer,PAYTM WALLET TOPUP LOAD,money transfer from bank account to wallet,PAYTM WALLET TOPUP LOAD money transfer from bank account to wallet,8.122282192246603,TRANSFER::Other Transfer
TXN_C_000558,2025-12-14 19:55:00,CRED-UPWORK FOREX INWARD REMITTANCE,Freelance UI/UX design project fee ref:60096,37680.92,credit,Wire Transfer,INCOME,Freelance,CRED UPWORK FOREX INWARD REMITTANCE,freelance ui ux design project fee,CRED UPWORK FOREX INWARD REMITTANCE freelance ui ux design project fee,10.53693568280613,INCOME::Freelance
TXN_C_004774,2025-10-20 11:15:00,PHONEPE P2P UPI TRANSFER,Split dinner bill with friend UPI payment,1442.09,transfer,UPI,TRANSFER,Bank Transfer,PHONEPE P2P UPI TRANSFER,split dinner bill with friend upi payment,PHONEPE P2P UPI TRANSFER split dinner bill with friend upi payment,7.27454192689131,TRANSFER::Bank Transfer
TXN_C_004596,2025-09-18 11:44:00,AMAZON PRIME INDIA MEMBERSHIP BANGALORE,Prime video and free fast shipping sub,316.85,debit,UPI,EXPENSE,Subscriptions,AMAZON PRIME INDIA MEMBERSHIP BANGALORE,prime video and free fast shipping sub,AMAZON PRIME INDIA MEMBERSHIP BANGALORE prime video and free fast shipping sub,5.761579573382418,EXPENSE::Subscriptions
TXN_C_000774,2025-12-15 21:07:00,BILLDESK-UBER INDIA RIDES BANGALORE,Cab ride home from office commute,118.82,debit,Credit Card,EXPENSE,Transport,BILLDESK UBER INDIA RIDES BANGALORE,cab ride home from office commute,BILLDESK UBER INDIA RIDES BANGALORE cab ride home from office commute,4.785990616655779,EXPENSE::Transport
TXN_C_003042,2025-10-30 23:38:00,PAYTM WALLET TOPUP LOAD HYD,Money transfer from bank account to wallet ref:66868,2205.3,transfer,UPI,TRANSFER,Other Transfer,PAYTM WALLET TOPUP LOAD HYD,money transfer from bank account to wallet,PAYTM WALLET TOPUP LOAD HYD money transfer from bank account to wallet,7.699072183314326,TRANSFER::Other Transfer
TXN_C_003124,2025-07-11 09:21:00,HPCL PETROL OUTLET PUNE BANGALORE,Diesel fuel refill for SUV ref:97134,2259.1,debit,Debit Card,EXPENSE,Fuel,HPCL PETROL OUTLET PUNE BANGALORE,diesel fuel refill for suv,HPCL PETROL OUTLET PUNE BANGALORE diesel fuel refill for suv,7.723164339075038,EXPENSE::Fuel
TXN_C_000932,2025-07-15 18:19:00,CRED-GPAY UPI TO RAHUL SHARMA NOIDA,Instant peer to peer money transfer,8091.38,transfer,UPI,TRANSFER,Bank Transfer,CRED GPAY UPI TO RAHUL SHARMA NOIDA,instant peer to peer money transfer,CRED GPAY UPI TO RAHUL SHARMA NOIDA instant peer to peer money transfer,8.998678157145507,TRANSFER::Bank Transfer
TXN_C_001152,2025-12-29 16:49:00,BILLDESK-GPAY UPI TO RAHUL SHARMA STORE,Instant peer to peer money transfer,2869.54,transfer,UPI,TRANSFER,Bank Transfer,BILLDESK GPAY UPI TO RAHUL SHARMA STORE,instant peer to peer money transfer,BILLDESK GPAY UPI TO RAHUL SHARMA STORE instant peer to peer money transfer,7.962255444365157,TRANSFER::Bank Transfer
TXN_C_005624,2025-10-23 06:28:00,PM CARES FUND DONATION DELHI,National relief charitable contribution ref:69800,9791.29,debit,UPI,EXPENSE,Gifts & Donations,PM CARES FUND DONATION DELHI,national relief charitable contribution,PM CARES FUND DONATION DELHI national relief charitable contribution,9.189350620326634,EXPENSE::Gifts & Donations
TXN_C_005421,2025-05-28 09:51:00,PAYTM*ZOMATO FOOD ORDER #49102 DELHI,Weekend lunch food delivery burger pizza,251.81,debit,Credit Card,EXPENSE,Food,PAYTM FOOD ORDER DELHI,weekend lunch food delivery burger pizza,PAYTM FOOD ORDER DELHI weekend lunch food delivery burger pizza,5.532638218452371,EXPENSE::Food
TXN_C_000031,2025-01-05 14:39:00,RAZORPAY*STEAM GAMES INDIA VALVE,Digital video game download purchase,3767.64,debit,Credit Card,EXPENSE,Entertainment,RAZORPAY GAMES INDIA VALVE,digital video game download purchase,RAZORPAY GAMES INDIA VALVE digital video game download purchase,8.234469472653183,EXPENSE::Entertainment
TXN_C_003526,2025-03-20 08:11:00,RAZORPAY*SWIGGY*BANGALORE RESTAURANT,Food delivery dinner order biryani,608.81,debit,UPI,EXPENSE,Food,RAZORPAY RESTAURANT,food delivery dinner order biryani,RAZORPAY RESTAURANT food delivery dinner order biryani,6.41314743323898,EXPENSE::Food
TXN_C_000334,2025-10-21 13:52:00,GOOGLE PAY REWARD CASHBACK PUNE,Scratch card UPI transaction cashback ref:70423,44.31,credit,UPI,INCOME,Other Income,GOOGLE PAY REWARD CASHBACK PUNE,scratch card upi transaction cashback,GOOGLE PAY REWARD CASHBACK PUNE scratch card upi transaction cashback,3.813527758679047,INCOME::Other Income
TXN_C_005218,2025-12-04 18:36:00,BHARATPE-URBAN COMPANY SALON AT HOME NOIDA,Men grooming haircut and massage services ref:86748,808.12,debit,Credit Card,EXPENSE,Personal Care,BHARATPE URBAN COMPANY SALON AT HOME NOIDA,men grooming haircut and massage services,BHARATPE URBAN COMPANY SALON AT HOME NOIDA men grooming haircut and massage services,6.695947237331673,EXPENSE::Personal Care
TXN_C_004472,2025-05-28 18:04:00,PAYTM WALLET TOPUP LOAD NOIDA,Money transfer from bank account to wallet,2390.34,transfer,UPI,TRANSFER,Other Transfer,PAYTM WALLET TOPUP LOAD NOIDA,money transfer from bank account to wallet,PAYTM WALLET TOPUP LOAD NOIDA money transfer from bank account to wallet,7.779609157265228,TRANSFER::Other Transfer
TXN_C_000686,2025-04-16 17:45:00,BHARATPE-APOLLO PHARMACY MEDICAL,Prescription diabetes and blood pressure drugs,1789.59,debit,UPI,EXPENSE,Healthcare,BHARATPE APOLLO PHARMACY MEDICAL,prescription diabetes and blood pressure drugs,BHARATPE APOLLO PHARMACY MEDICAL prescription diabetes and blood pressure drugs,7.490300453464256,EXPENSE::Healthcare
TXN_C_004441,2025-01-10 09:57:00,PAYTM*GROWW MUTUAL FUND SIP AUTO STORE,Monthly index fund SIP investment deduction,9670.76,transfer,Auto Debit,TRANSFER,Investment,PAYTM MUTUAL FUND SIP AUTO STORE,monthly index fund sip investment deduction,PAYTM MUTUAL FUND SIP AUTO STORE monthly index fund sip investment deduction,9.176965578090977,TRANSFER::Investment
TXN_C_002493,2025-06-18 08:44:00,PM CARES FUND DONATION,National relief charitable contribution,8689.17,debit,Net Banking,EXPENSE,Gifts & Donations,PM CARES FUND DONATION,national relief charitable contribution,PM CARES FUND DONATION national relief charitable contribution,9.069947780783856,EXPENSE::Gifts & Donations
TXN_C_004358,2025-03-16 03:40:00,MAKEMYTRIP INDIA FLIGHTS,Roundtrip domestic airline tickets flight ref:34678,5869.18,debit,Credit Card,EXPENSE,Travel,MAKEMYTRIP INDIA FLIGHTS,roundtrip domestic airline tickets flight,MAKEMYTRIP INDIA FLIGHTS roundtrip domestic airline tickets flight,8.67764057674723,EXPENSE::Travel
TXN_C_002426,2025-04-21 10:48:00,KITE ZERODHA EQUITY BUY,Stocks portfolio investment purchase,28311.76,transfer,Net Banking,TRANSFER,Investment,KITE ZERODHA EQUITY BUY,stocks portfolio investment purchase,KITE ZERODHA EQUITY BUY stocks portfolio investment purchase,10.251067865406183,TRANSFER::Investment
TXN_C_004877,2025-04-20 06:16:00,PAYTM*STEAM GAMES INDIA VALVE,Digital video game download purchase,1439.44,debit,Credit Card,EXPENSE,Entertainment,PAYTM GAMES INDIA VALVE,digital video game download purchase,PAYTM GAMES INDIA VALVE digital video game download purchase,7.27270390145301,EXPENSE::Entertainment
TXN_C_000781,2025-08-11 20:27:00,CRED-AMAZON PRIME INDIA MEMBERSHIP HYD,Prime video and free fast shipping sub,1035.64,debit,Credit Card,EXPENSE,Subscriptions,CRED AMAZON PRIME INDIA MEMBERSHIP HYD,prime video and free fast shipping sub,CRED AMAZON PRIME INDIA MEMBERSHIP HYD prime video and free fast shipping sub,6.943739992701647,EXPENSE::Subscriptions
TXN_C_004735,2025-11-11 06:13:00,RAPIDO BIKE TAXI RIDE MUMBAI,Quick metro station last-mile commute,117.44,debit,Paytm,EXPENSE,Transport,RAPIDO BIKE TAXI RIDE MUMBAI,quick metro station last mile commute,RAPIDO BIKE TAXI RIDE MUMBAI quick metro station last mile commute,4.774406503233391,EXPENSE::Transport
TXN_C_003340,2025-07-06 09:57:00,SPOTIFY INDIA PREMIUM MUSIC,Individual music streaming monthly subscription,137.02,debit,UPI AutoPay,EXPENSE,Subscriptions,SPOTIFY INDIA PREMIUM MUSIC,individual music streaming monthly subscription,SPOTIFY INDIA PREMIUM MUSIC individual music streaming monthly subscription,4.927398602192456,EXPENSE::Subscriptions
TXN_C_004271,2025-01-09 18:34:00,BILLDESK-HOTSTAR DISNEY PLUS ANNUAL,Cricket IPL and movie streaming sub,790.63,debit,Credit Card,EXPENSE,Subscriptions,BILLDESK HOTSTAR DISNEY PLUS ANNUAL,cricket ipl and movie streaming sub,BILLDESK HOTSTAR DISNEY PLUS ANNUAL cricket ipl and movie streaming sub,6.674094110938549,EXPENSE::Subscriptions
TXN_C_005857,2025-05-21 02:42:00,SWIGGY*BANGALORE RESTAURANT,Food delivery dinner order biryani,1210.06,debit,Credit Card,EXPENSE,Food,SWIGGY RESTAURANT,food delivery dinner order biryani,SWIGGY RESTAURANT food delivery dinner order biryani,7.099251288155631,EXPENSE::Food
TXN_C_002568,2025-03-26 02:32:00,AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware,23733.41,debit,Credit Card,EXPENSE,Shopping,AMAZON SELLER SERVICES IN,online electronics apparel kitchenware,AMAZON SELLER SERVICES IN online electronics apparel kitchenware,10.074681172871529,EXPENSE::Shopping
TXN_C_000345,2025-08-12 20:31:00,DELHI METRO DMRC CARD RECHARGE PUNE,Subway smart card automated reload ref:30644,785.88,debit,Debit Card,EXPENSE,Transport,DELHI METRO DMRC CARD RECHARGE PUNE,subway smart card automated reload,DELHI METRO DMRC CARD RECHARGE PUNE subway smart card automated reload,6.668075759027828,EXPENSE::Transport
TXN_C_002933,2025-09-15 04:09:00,HDFC BANK FD INTEREST CR BANGALORE,Quarterly fixed deposit interest payout,2550.23,credit,Bank Credit,INCOME,Interest,HDFC BANK FD INTEREST CR BANGALORE,quarterly fixed deposit interest payout,HDFC BANK FD INTEREST CR BANGALORE quarterly fixed deposit interest payout,7.844330874798864,INCOME::Interest
TXN_C_004254,2025-05-08 13:48:00,AIRTEL PREPAID/POSTPAID BILL NOIDA,Mobile recharge and 5G family plan,439.94,debit,Credit Card,EXPENSE,Bills & Utilities,AIRTEL PREPAID POSTPAID BILL NOIDA,mobile recharge and 5g family plan,AIRTEL PREPAID POSTPAID BILL NOIDA mobile recharge and 5g family plan,6.088908811768835,EXPENSE::Bills & Utilities
TXN_C_004777,2025-02-13 08:45:00,ACCENTURE INDIA PAYROLL DIRECT NOIDA,Monthly net salary credit,52668.43,credit,Direct Deposit,INCOME,Salary,ACCENTURE INDIA PAYROLL DIRECT NOIDA,monthly net salary credit,ACCENTURE INDIA PAYROLL DIRECT NOIDA monthly net salary credit,10.87179049031901,INCOME::Salary
TXN_C_005121,2025-08-19 10:49:00,FLIPKART INTERNET PVT LTD BANGALORE,Smartphone accessories audio headphones ref:49309,24614.61,debit,Debit Card,EXPENSE,Shopping,FLIPKART INTERNET PVT LTD BANGALORE,smartphone accessories audio headphones,FLIPKART INTERNET PVT LTD BANGALORE smartphone accessories audio headphones,10.111136073522454,EXPENSE::Shopping
TXN_C_002277,2025-10-28 09:32:00,PAYTM*CULT.FIT GYM MEMBERSHIP HYD,Monthly elite fitness center membership ref:39536,1975.94,debit,UPI AutoPay,EXPENSE,Personal Care,PAYTM FIT GYM MEMBERSHIP HYD,monthly elite fitness center membership,PAYTM FIT GYM MEMBERSHIP HYD monthly elite fitness center membership,7.589305473696419,EXPENSE::Personal Care
TXN_C_001158,2025-12-09 03:13:00,GROWW MUTUAL FUND SIP AUTO,Monthly index fund SIP investment deduction ref:86298,1581.83,transfer,Auto Debit,TRANSFER,Investment,GROWW MUTUAL FUND SIP AUTO,monthly index fund sip investment deduction,GROWW MUTUAL FUND SIP AUTO monthly index fund sip investment deduction,7.366969663084492,TRANSFER::Investment
TXN_C_002424,2025-07-16 13:25:00,CRED-BHARAT PETROLEUM BPCL BUNKER HYD,Automobile unleaded petrol fillup,2079.65,debit,Credit Card,EXPENSE,Fuel,CRED BHARAT PETROLEUM BPCL BUNKER HYD,automobile unleaded petrol fillup,CRED BHARAT PETROLEUM BPCL BUNKER HYD automobile unleaded petrol fillup,7.6404356238774085,EXPENSE::Fuel
TXN_C_002830,2025-08-23 13:49:00,CRED-FIVERR GIG PAYOUT RAZORPAY DELHI,Web development consulting payment ref:99125,8528.45,credit,UPI,INCOME,Freelance,CRED FIVERR GIG PAYOUT RAZORPAY DELHI,web development consulting payment,CRED FIVERR GIG PAYOUT RAZORPAY DELHI web development consulting payment,9.051280160095068,INCOME::Freelance
TXN_C_001631,2025-12-29 13:42:00,CRY CHILD RIGHTS CHARITY PUNE,Monthly child welfare education donation,2502.61,debit,UPI,EXPENSE,Gifts & Donations,CRY CHILD RIGHTS CHARITY PUNE,monthly child welfare education donation,CRY CHILD RIGHTS CHARITY PUNE monthly child welfare education donation,7.825488969290852,EXPENSE::Gifts & Donations
TXN_C_005749,2025-01-01 20:35:00,PAYTM WALLET TOPUP LOAD BANGALORE,Money transfer from bank account to wallet ref:43490,2634.44,transfer,UPI,TRANSFER,Other Transfer,PAYTM WALLET TOPUP LOAD BANGALORE,money transfer from bank account to wallet,PAYTM WALLET TOPUP LOAD BANGALORE money transfer from bank account to wallet,7.876805429957567,TRANSFER::Other Transfer
TXN_C_005228,2025-09-24 16:55:00,GROWW MUTUAL FUND SIP AUTO NOIDA,Monthly index fund SIP investment deduction,23298.24,transfer,Auto Debit,TRANSFER,Investment,GROWW MUTUAL FUND SIP AUTO NOIDA,monthly index fund sip investment deduction,GROWW MUTUAL FUND SIP AUTO NOIDA monthly index fund sip investment deduction,10.05617602099606,TRANSFER::Investment
TXN_C_002436,2025-09-27 13:36:00,RAPIDO BIKE TAXI RIDE,Quick metro station last-mile commute,53.59,debit,Paytm,EXPENSE,Transport,RAPIDO BIKE TAXI RIDE,quick metro station last mile commute,RAPIDO BIKE TAXI RIDE quick metro station last mile commute,3.9998507157936665,EXPENSE::Transport
TXN_C_004753,2025-01-18 11:51:00,AMAZON PRIME INDIA MEMBERSHIP,Prime video and free fast shipping sub,1197.24,debit,Credit Card,EXPENSE,Subscriptions,AMAZON PRIME INDIA MEMBERSHIP,prime video and free fast shipping sub,AMAZON PRIME INDIA MEMBERSHIP prime video and free fast shipping sub,7.0886090925010565,EXPENSE::Subscriptions
TXN_C_001031,2025-09-02 02:07:00,UPWORK FOREX INWARD REMITTANCE MUMBAI,Freelance UI/UX design project fee,49116.58,credit,Bank Transfer,INCOME,Freelance,UPWORK FOREX INWARD REMITTANCE MUMBAI,freelance ui ux design project fee,UPWORK FOREX INWARD REMITTANCE MUMBAI freelance ui ux design project fee,10.801972294506383,INCOME::Freelance
TXN_C_003627,2025-09-14 15:57:00,WIPRO TECHNOLOGIES SALARY CR,Monthly employee salary disbursement,122244.42,credit,Direct Deposit,INCOME,Salary,WIPRO TECHNOLOGIES SALARY CR,monthly employee salary disbursement,WIPRO TECHNOLOGIES SALARY CR monthly employee salary disbursement,11.71378594242264,INCOME::Salary
TXN_C_005867,2025-07-09 15:49:00,ENRICH SALON & SPA SERVICES,Hair styling facial skincare treatments ref:12472,2563.16,debit,Credit Card,EXPENSE,Personal Care,ENRICH SALON SPA SERVICES,hair styling facial skincare treatments,ENRICH SALON SPA SERVICES hair styling facial skincare treatments,7.849386218589705,EXPENSE::Personal Care
TXN_C_004256,2025-08-31 13:42:00,OPENAI CHATGPT PLUS SUB PUNE,Monthly AI assistant subscription in INR,1988.8,debit,Credit Card,EXPENSE,Subscriptions,OPENAI CHATGPT PLUS SUB PUNE,monthly ai assistant subscription in inr,OPENAI CHATGPT PLUS SUB PUNE monthly ai assistant subscription in inr,7.595789410155259,EXPENSE::Subscriptions
TXN_C_002824,2025-10-27 02:39:00,BILLDESK-ZEPTO QUICK COMMERCE PUNE,10-min grocery delivery milk bread curd ref:24434,1605.55,debit,Credit Card,EXPENSE,Groceries,BILLDESK ZEPTO QUICK COMMERCE PUNE,10 min grocery delivery milk bread curd,BILLDESK ZEPTO QUICK COMMERCE PUNE 10 min grocery delivery milk bread curd,7.38184430163212,EXPENSE::Groceries
TXN_C_001117,2025-01-28 01:36:00,HDFC BANK FD INTEREST CR,Quarterly fixed deposit interest payout,3683.91,credit,Bank Credit,INCOME,Interest,HDFC BANK FD INTEREST CR,quarterly fixed deposit interest payout,HDFC BANK FD INTEREST CR quarterly fixed deposit interest payout,8.212001380987326,INCOME::Interest
TXN_C_005014,2025-06-01 07:19:00,CRED-OPENAI CHATGPT PLUS SUB DELHI,Monthly AI assistant subscription in INR ref:63474,1935.26,debit,Credit Card,EXPENSE,Subscriptions,CRED OPENAI CHATGPT PLUS SUB DELHI,monthly ai assistant subscription in inr,CRED OPENAI CHATGPT PLUS SUB DELHI monthly ai assistant subscription in inr,7.568513556340079,EXPENSE::Subscriptions
TXN_C_002876,2025-06-18 01:16:00,BHARATPE-ACT FIBERNET BROADBAND BILL,Monthly high-speed fiber internet plan,1128.23,debit,Credit Card,EXPENSE,Bills & Utilities,BHARATPE ACT FIBERNET BROADBAND BILL,monthly high speed fiber internet plan,BHARATPE ACT FIBERNET BROADBAND BILL monthly high speed fiber internet plan,7.029291263507828,EXPENSE::Bills & Utilities
TXN_C_002639,2025-07-25 06:23:00,BHARATPE-HDFC BANK ATM WITHDRAWAL,Self cash withdrawal from ATM outlet,13604.75,transfer,Debit Card,TRANSFER,Cash Withdrawal,BHARATPE HDFC BANK ATM WITHDRAWAL,self cash withdrawal from atm outlet,BHARATPE HDFC BANK ATM WITHDRAWAL self cash withdrawal from atm outlet,9.518247776489542,TRANSFER::Cash Withdrawal
TXN_C_004132,2025-09-14 20:09:00,ZEPTO QUICK COMMERCE,10-min grocery delivery milk bread curd ref:77732,1130.45,debit,Credit Card,EXPENSE,Groceries,ZEPTO QUICK COMMERCE,10 min grocery delivery milk bread curd,ZEPTO QUICK COMMERCE 10 min grocery delivery milk bread curd,7.03125527496775,EXPENSE::Groceries
TXN_C_002946,2025-08-17 02:48:00,RAZORPAY*GOOGLE PAY REWARD CASHBACK,Scratch card UPI transaction cashback,339.4,credit,UPI,INCOME,Other Income,RAZORPAY PAY REWARD CASHBACK,scratch card upi transaction cashback,RAZORPAY PAY REWARD CASHBACK scratch card upi transaction cashback,5.830121396699219,INCOME::Other Income
TXN_C_003363,2025-01-16 06:48:00,HOTSTAR DISNEY PLUS ANNUAL,Cricket IPL and movie streaming sub,1315.26,debit,Credit Card,EXPENSE,Subscriptions,HOTSTAR DISNEY PLUS ANNUAL,cricket ipl and movie streaming sub,HOTSTAR DISNEY PLUS ANNUAL cricket ipl and movie streaming sub,7.182549660760256,EXPENSE::Subscriptions
TXN_C_001885,2025-01-01 10:11:00,ZOMATO FOOD ORDER #49102 DELHI,Weekend lunch food delivery burger pizza,864.06,debit,UPI,EXPENSE,Food,ZOMATO FOOD ORDER DELHI,weekend lunch food delivery burger pizza,ZOMATO FOOD ORDER DELHI weekend lunch food delivery burger pizza,6.762798868688146,EXPENSE::Food
TXN_C_003855,2025-10-20 17:12:00,HOTSTAR DISNEY PLUS ANNUAL,Cricket IPL and movie streaming sub ref:19549,1423.95,debit,Credit Card,EXPENSE,Subscriptions,HOTSTAR DISNEY PLUS ANNUAL,cricket ipl and movie streaming sub,HOTSTAR DISNEY PLUS ANNUAL cricket ipl and movie streaming sub,7.261892004367864,EXPENSE::Subscriptions
TXN_C_004961,2025-09-08 09:03:00,UPI-CRED RENTPAY DIRECT WIRE HYD,Monthly apartment lease payment to owner ref:51753,49845.64,debit,Credit Card,EXPENSE,Rent & Housing,UPI CRED RENTPAY DIRECT WIRE HYD,monthly apartment lease payment to owner,UPI CRED RENTPAY DIRECT WIRE HYD monthly apartment lease payment to owner,10.816706370911733,EXPENSE::Rent & Housing
TXN_C_004196,2025-09-09 16:40:00,CHAI POINT CYBER CITY,Ginger tea samosa and banana cake,185.5,debit,UPI,EXPENSE,Food,CHAI POINT CYBER CITY,ginger tea samosa and banana cake,CHAI POINT CYBER CITY ginger tea samosa and banana cake,5.2284312390838705,EXPENSE::Food
TXN_C_002611,2025-05-02 19:38:00,GPAY UPI TO RAHUL SHARMA MUMBAI,Instant peer to peer money transfer ref:71654,8935.52,transfer,UPI,TRANSFER,Bank Transfer,GPAY UPI TO RAHUL SHARMA MUMBAI,instant peer to peer money transfer,GPAY UPI TO RAHUL SHARMA MUMBAI instant peer to peer money transfer,9.097901530640573,TRANSFER::Bank Transfer
TXN_C_005823,2025-01-15 18:19:00,YOUTUBE PREMIUM INDIA,Ad-free video streaming family plan,184.8,debit,Credit Card,EXPENSE,Subscriptions,YOUTUBE PREMIUM INDIA,ad free video streaming family plan,YOUTUBE PREMIUM INDIA ad free video streaming family plan,5.224670826379739,EXPENSE::Subscriptions
TXN_C_000302,2025-06-25 03:55:00,PAYTM*NOBROKER RENTPAY TO LANDLORD,Monthly 2BHK residential flat house rent,12346.69,debit,Credit Card,EXPENSE,Rent & Housing,PAYTM RENTPAY TO LANDLORD,monthly 2bhk residential flat house rent,PAYTM RENTPAY TO LANDLORD monthly 2bhk residential flat house rent,9.4212242800267,EXPENSE::Rent & Housing
TXN_C_001897,2025-07-10 19:03:00,MAKEMYTRIP INDIA FLIGHTS,Roundtrip domestic airline tickets flight ref:85925,8828.06,debit,UPI,EXPENSE,Travel,MAKEMYTRIP INDIA FLIGHTS,roundtrip domestic airline tickets flight,MAKEMYTRIP INDIA FLIGHTS roundtrip domestic airline tickets flight,9.085803832665103,EXPENSE::Travel
TXN_C_001981,2025-11-12 19:57:00,DOMINOS PIZZA ONLINE ORDER DELHI,Farmhouse medium pizza garlic bread,636.29,debit,UPI,EXPENSE,Food,DOMINOS PIZZA ORDER DELHI,farmhouse medium pizza garlic bread,DOMINOS PIZZA ORDER DELHI farmhouse medium pizza garlic bread,6.457224810999902,EXPENSE::Food
TXN_C_002726,2025-04-25 17:55:00,FLIPKART INTERNET PVT LTD,Smartphone accessories audio headphones,26933.85,debit,Debit Card,EXPENSE,Shopping,FLIPKART INTERNET PVT LTD,smartphone accessories audio headphones,FLIPKART INTERNET PVT LTD smartphone accessories audio headphones,10.20117626613681,EXPENSE::Shopping
TXN_C_002422,2025-05-26 18:04:00,ACCENTURE INDIA PAYROLL DIRECT,Monthly net salary credit,153432.62,credit,Direct Deposit,INCOME,Salary,ACCENTURE INDIA PAYROLL DIRECT,monthly net salary credit,ACCENTURE INDIA PAYROLL DIRECT monthly net salary credit,11.941023309482208,INCOME::Salary
TXN_C_004672,2025-04-23 04:17:00,ZERODHA BROKING FUND ADD,UPI funds add to Demat trading account,7261.66,transfer,UPI,TRANSFER,Investment,ZERODHA BROKING FUND ADD,upi funds add to demat trading account,ZERODHA BROKING FUND ADD upi funds add to demat trading account,8.890501431898555,TRANSFER::Investment
TXN_C_002239,2025-01-17 15:18:00,ICICI BANK SB INTEREST CREDIT,Savings account quarterly interest credit ref:83997,626.48,credit,Bank Credit,INCOME,Interest,ICICI BANK SB INTEREST CREDIT,savings account quarterly interest credit,ICICI BANK SB INTEREST CREDIT savings account quarterly interest credit,6.44171179798804,INCOME::Interest
TXN_C_000719,2025-03-28 02:23:00,CRED-SWIGGY*BANGALORE RESTAURANT,Food delivery dinner order biryani,1084.55,debit,UPI,EXPENSE,Food,CRED SWIGGY RESTAURANT,food delivery dinner order biryani,CRED SWIGGY RESTAURANT food delivery dinner order biryani,6.989842049980246,EXPENSE::Food
TXN_C_005394,2025-08-27 14:24:00,PHYSICSWALLAH COURSE FEE PUNE,Engineering exam prep test series ref:12731,5132.61,debit,UPI,EXPENSE,Education,PHYSICSWALLAH COURSE FEE PUNE,engineering exam prep test series,PHYSICSWALLAH COURSE FEE PUNE engineering exam prep test series,8.543564394385164,EXPENSE::Education
TXN_C_000162,2025-02-20 22:41:00,MAKEMYTRIP INDIA FLIGHTS BANGALORE,Roundtrip domestic airline tickets flight,4077.84,debit,UPI,EXPENSE,Travel,MAKEMYTRIP INDIA FLIGHTS BANGALORE,roundtrip domestic airline tickets flight,MAKEMYTRIP INDIA FLIGHTS BANGALORE roundtrip domestic airline tickets flight,8.313567913247908,EXPENSE::Travel
TXN_C_002783,2025-07-25 14:10:00,PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet,2894.05,transfer,UPI,TRANSFER,Other Transfer,PAYTM WALLET TOPUP LOAD,money transfer from bank account to wallet,PAYTM WALLET TOPUP LOAD money transfer from bank account to wallet,7.970757661015118,TRANSFER::Other Transfer
TXN_C_004277,2025-04-24 04:46:00,BILLDESK-IHMCL FASTAG TOLL PLAZA STORE,National highway automated toll deduction,590.02,debit,Auto Debit,EXPENSE,Transport,BILLDESK IHMCL FASTAG TOLL PLAZA STORE,national highway automated toll deduction,BILLDESK IHMCL FASTAG TOLL PLAZA STORE national highway automated toll deduction,6.381849857781053,EXPENSE::Transport
