user_id,transaction_id,date,merchant,amount,category,subcategory,transaction_type,payment_method,day_of_week,hour,is_weekend,time_of_day
USR_0023,TXN_H_0011814,2025-03-15 13:08:00,Chai Point,552.03,EXPENSE,Food,debit,UPI,5,13,1,Afternoon
USR_0004,TXN_H_0001761,2025-03-15 13:10:00,Zepto Groceries,1322.29,EXPENSE,Groceries,debit,UPI,5,13,1,Afternoon
USR_0010,TXN_H_0004936,2025-03-15 13:14:00,Starbucks India,497.92,EXPENSE,Food,debit,Credit Card,5,13,1,Afternoon
USR_0007,TXN_H_0003336,2025-03-15 13:48:00,Zomato Restaurant,403.63,EXPENSE,Food,debit,Debit Card,5,13,1,Afternoon
USR_0035,TXN_H_0018261,2025-03-15 14:11:00,Zepto Groceries,1745.18,EXPENSE,Groceries,debit,Debit Card,5,14,1,Afternoon
USR_0021,TXN_H_0010742,2025-03-15 14:19:00,DMart Supercenter,1359.19,EXPENSE,Groceries,debit,Credit Card,5,14,1,Afternoon
USR_0005,TXN_H_0002305,2025-03-15 14:21:00,Haldiram's,369.31,EXPENSE,Food,debit,Debit Card,5,14,1,Afternoon
USR_0031,TXN_H_0016083,2025-03-15 14:47:00,BigBasket Supermarket,2320.3,EXPENSE,Groceries,debit,Debit Card,5,14,1,Afternoon
USR_0026,TXN_H_0013426,2025-03-15 14:52:00,Zomato Restaurant,590.01,EXPENSE,Food,debit,Credit Card,5,14,1,Afternoon
USR_0008,TXN_H_0003887,2025-03-15 14:56:00,Starbucks India,398.71,EXPENSE,Food,debit,Debit Card,5,14,1,Afternoon
USR_0022,TXN_H_0011260,2025-03-15 15:07:00,Swiggy Food Order,441.67,EXPENSE,Food,debit,Credit Card,5,15,1,Afternoon
USR_0006,TXN_H_0002822,2025-03-15 15:10:00,Chai Point,566.95,EXPENSE,Food,debit,UPI,5,15,1,Afternoon
USR_0038,TXN_H_0019827,2025-03-15 15:19:00,Croma Electronics,3366.59,EXPENSE,Shopping,debit,Debit Card,5,15,1,Afternoon
USR_0037,TXN_H_0019283,2025-03-15 15:21:00,Haldiram's,371.92,EXPENSE,Food,debit,Paytm,5,15,1,Afternoon
USR_0014,TXN_H_0007087,2025-03-15 15:23:00,Swiggy Food Order,412.1,EXPENSE,Food,debit,Paytm,5,15,1,Afternoon
USR_0017,TXN_H_0008661,2025-03-15 15:24:00,Croma Electronics,1040.33,EXPENSE,Shopping,debit,Debit Card,5,15,1,Afternoon
USR_0030,TXN_H_0015557,2025-03-15 15:24:00,BigBasket Supermarket,2040.05,EXPENSE,Groceries,debit,UPI,5,15,1,Afternoon
USR_0035,TXN_H_0018259,2025-03-15 15:27:00,Domino's Pizza,740.84,EXPENSE,Food,debit,UPI,5,15,1,Afternoon
USR_0012,TXN_H_0006031,2025-03-15 15:39:00,Domino's Pizza,415.83,EXPENSE,Food,debit,UPI,5,15,1,Afternoon
USR_0002,TXN_H_0000691,2025-03-15 15:40:00,Flipkart Internet,2993.31,EXPENSE,Shopping,debit,Debit Card,5,15,1,Afternoon
USR_0028,TXN_H_0014453,2025-03-15 16:00:00,Zepto Groceries,958.82,EXPENSE,Groceries,debit,Credit Card,5,16,1,Afternoon
USR_0007,TXN_H_0003338,2025-03-15 16:22:00,BigBasket Supermarket,2946.94,EXPENSE,Groceries,debit,Debit Card,5,16,1,Afternoon
USR_0031,TXN_H_0016080,2025-03-15 16:30:00,Starbucks India,403.53,EXPENSE,Food,debit,Debit Card,5,16,1,Afternoon
USR_0034,TXN_H_0017703,2025-03-15 16:37:00,Croma Electronics,1437.99,EXPENSE,Shopping,debit,UPI,5,16,1,Afternoon
USR_0002,TXN_H_0000688,2025-03-15 16:49:00,Zomato Restaurant,466.44,EXPENSE,Food,debit,UPI,5,16,1,Afternoon
USR_0025,TXN_H_0012902,2025-03-15 16:52:00,Starbucks India,309.36,EXPENSE,Food,debit,Debit Card,5,16,1,Afternoon
USR_0035,TXN_H_0018260,2025-03-15 16:58:00,Zomato Restaurant,557.15,EXPENSE,Food,debit,Paytm,5,16,1,Afternoon
USR_0038,TXN_H_0019824,2025-03-15 17:03:00,Haldiram's,564.3,EXPENSE,Food,debit,Debit Card,5,17,1,Evening
USR_0023,TXN_H_0011815,2025-03-15 17:05:00,DMart Supercenter,722.03,EXPENSE,Groceries,debit,Credit Card,5,17,1,Evening
USR_0001,TXN_H_0000147,2025-03-15 17:10:00,Starbucks India,430.6,EXPENSE,Food,debit,UPI,5,17,1,Evening
USR_0031,TXN_H_0016082,2025-03-15 17:10:00,Zomato Restaurant,490.56,EXPENSE,Food,debit,Paytm,5,17,1,Evening
USR_0025,TXN_H_0012900,2025-03-15 17:14:00,Starbucks India,231.68,EXPENSE,Food,debit,Paytm,5,17,1,Evening
USR_0012,TXN_H_0006034,2025-03-15 17:41:00,BigBasket Supermarket,2090.42,EXPENSE,Groceries,debit,UPI,5,17,1,Evening
USR_0013,TXN_H_0006574,2025-03-15 17:46:00,Swiggy Food Order,537.19,EXPENSE,Food,debit,Debit Card,5,17,1,Evening
USR_0031,TXN_H_0016084,2025-03-15 18:01:00,Flipkart Internet,1598.43,EXPENSE,Shopping,debit,Debit Card,5,18,1,Evening
USR_0011,TXN_H_0005459,2025-03-15 18:07:00,Blinkit Quick Commerce,1908.03,EXPENSE,Groceries,debit,Credit Card,5,18,1,Evening
USR_0025,TXN_H_0012901,2025-03-15 18:11:00,Haldiram's,474.28,EXPENSE,Food,debit,Debit Card,5,18,1,Evening
USR_0015,TXN_H_0007618,2025-03-15 18:12:00,Starbucks India,625.11,EXPENSE,Food,debit,UPI,5,18,1,Evening
USR_0033,TXN_H_0017155,2025-03-15 18:12:00,Zomato Restaurant,284.0,EXPENSE,Food,debit,Debit Card,5,18,1,Evening
USR_0033,TXN_H_0017156,2025-03-15 18:19:00,Haldiram's,352.05,EXPENSE,Food,debit,Paytm,5,18,1,Evening
USR_0026,TXN_H_0013428,2025-03-15 18:31:00,Domino's Pizza,316.83,EXPENSE,Food,debit,Debit Card,5,18,1,Evening
USR_0037,TXN_H_0019282,2025-03-15 19:02:00,Starbucks India,492.64,EXPENSE,Food,debit,Debit Card,5,19,1,Evening
USR_0016,TXN_H_0008133,2025-03-15 19:03:00,Domino's Pizza,398.01,EXPENSE,Food,debit,Debit Card,5,19,1,Evening
USR_0028,TXN_H_0014452,2025-03-15 19:20:00,Starbucks India,483.43,EXPENSE,Food,debit,Paytm,5,19,1,Evening
USR_0031,TXN_H_0016081,2025-03-15 19:58:00,Swiggy Food Order,461.79,EXPENSE,Food,debit,Credit Card,5,19,1,Evening
USR_0034,TXN_H_0017702,2025-03-15 20:20:00,Blinkit Quick Commerce,1371.57,EXPENSE,Groceries,debit,UPI,5,20,1,Evening
USR_0035,TXN_H_0018258,2025-03-15 20:20:00,Starbucks India,634.31,EXPENSE,Food,debit,Credit Card,5,20,1,Evening
USR_0023,TXN_H_0011813,2025-03-15 20:25:00,Zomato Restaurant,473.21,EXPENSE,Food,debit,Credit Card,5,20,1,Evening
USR_0018,TXN_H_0009184,2025-03-15 20:26:00,Zepto Groceries,2244.57,EXPENSE,Groceries,debit,Debit Card,5,20,1,Evening
USR_0010,TXN_H_0004935,2025-03-15 20:27:00,Starbucks India,527.48,EXPENSE,Food,debit,Paytm,5,20,1,Evening
USR_0020,TXN_H_0010237,2025-03-15 20:51:00,Haldiram's,506.8,EXPENSE,Food,debit,Credit Card,5,20,1,Evening
USR_0001,TXN_H_0000148,2025-03-15 20:57:00,Blinkit Quick Commerce,2342.54,EXPENSE,Groceries,debit,Credit Card,5,20,1,Evening
USR_0008,TXN_H_0003888,2025-03-15 20:58:00,Zepto Groceries,876.28,EXPENSE,Groceries,debit,Credit Card,5,20,1,Evening
USR_0022,TXN_H_0011261,2025-03-15 21:02:00,Swiggy Food Order,546.12,EXPENSE,Food,debit,UPI,5,21,1,Evening
USR_0010,TXN_H_0004937,2025-03-15 21:07:00,Swiggy Food Order,543.55,EXPENSE,Food,debit,Credit Card,5,21,1,Evening
USR_0015,TXN_H_0007620,2025-03-15 21:09:00,Nykaa E-Retail,299.0,EXPENSE,Shopping,debit,UPI,5,21,1,Evening
USR_0030,TXN_H_0015556,2025-03-15 21:19:00,Starbucks India,407.63,EXPENSE,Food,debit,Paytm,5,21,1,Evening
USR_0017,TXN_H_0008659,2025-03-15 21:41:00,Starbucks India,499.53,EXPENSE,Food,debit,Debit Card,5,21,1,Evening
USR_0015,TXN_H_0007617,2025-03-15 21:44:00,Swiggy Food Order,880.47,EXPENSE,Food,debit,Paytm,5,21,1,Evening
USR_0036,TXN_H_0018771,2025-03-15 21:48:00,Swiggy Food Order,526.36,EXPENSE,Food,debit,Paytm,5,21,1,Evening
USR_0022,TXN_H_0011262,2025-03-15 21:55:00,Swiggy Food Order,512.86,EXPENSE,Food,debit,UPI,5,21,1,Evening
USR_0012,TXN_H_0006035,2025-03-15 21:59:00,Amazon India Marketplace,2175.24,EXPENSE,Shopping,debit,Credit Card,5,21,1,Evening
USR_0011,TXN_H_0005457,2025-03-15 22:13:00,Swiggy Food Order,459.99,EXPENSE,Food,debit,UPI,5,22,1,Night
USR_0004,TXN_H_0001760,2025-03-15 22:14:00,Starbucks India,432.74,EXPENSE,Food,debit,Credit Card,5,22,1,Night
USR_0024,TXN_H_0012356,2025-03-15 22:34:00,Domino's Pizza,637.98,EXPENSE,Food,debit,UPI,5,22,1,Night
USR_0030,TXN_H_0015555,2025-03-15 22:36:00,Zomato Restaurant,353.74,EXPENSE,Food,debit,Debit Card,5,22,1,Night
USR_0016,TXN_H_0008132,2025-03-15 22:53:00,Chai Point,286.8,EXPENSE,Food,debit,Credit Card,5,22,1,Night
USR_0002,TXN_H_0000692,2025-03-16 04:05:00,Spotify India Premium Music,119.0,EXPENSE,Subscriptions,debit,UPI AutoPay,6,4,1,Night
USR_0004,TXN_H_0001762,2025-03-16 04:05:00,Spotify India Premium Music,119.0,EXPENSE,Subscriptions,debit,UPI AutoPay,6,4,1,Night
USR_0003,TXN_H_0001224,2025-03-16 08:00:00,Cult.fit Elite Gym Membership,2034.04,EXPENSE,Personal Care,debit,Credit Card,6,8,1,Morning
USR_0038,TXN_H_0019830,2025-03-16 08:10:00,Haldiram's,651.39,EXPENSE,Food,debit,Paytm,6,8,1,Morning
USR_0023,TXN_H_0011818,2025-03-16 08:54:00,Zomato Restaurant,336.38,EXPENSE,Food,debit,Paytm,6,8,1,Morning
USR_0025,TXN_H_0012906,2025-03-16 09:05:00,Swiggy Food Order,461.21,EXPENSE,Food,debit,Credit Card,6,9,1,Morning
USR_0035,TXN_H_0018263,2025-03-16 09:22:00,Domino's Pizza,758.18,EXPENSE,Food,debit,UPI,6,9,1,Morning
USR_0037,TXN_H_0019285,2025-03-16 09:33:00,Starbucks India,559.13,EXPENSE,Food,debit,Credit Card,6,9,1,Morning
USR_0005,TXN_H_0002307,2025-03-16 09:58:00,Haldiram's,387.8,EXPENSE,Food,debit,Credit Card,6,9,1,Morning
USR_0022,TXN_H_0011265,2025-03-16 10:02:00,Haldiram's,527.94,EXPENSE,Food,debit,UPI,6,10,1,Morning
USR_0001,TXN_H_0000150,2025-03-16 10:16:00,Domino's Pizza,581.51,EXPENSE,Food,debit,Credit Card,6,10,1,Morning
USR_0010,TXN_H_0004939,2025-03-16 10:18:00,Starbucks India,657.96,EXPENSE,Food,debit,Debit Card,6,10,1,Morning
USR_0019,TXN_H_0009720,2025-03-16 10:18:00,Chai Point,589.04,EXPENSE,Food,debit,UPI,6,10,1,Morning
USR_0013,TXN_H_0006575,2025-03-16 10:19:00,Domino's Pizza,634.95,EXPENSE,Food,debit,Debit Card,6,10,1,Morning
USR_0033,TXN_H_0017157,2025-03-16 10:25:00,Starbucks India,442.76,EXPENSE,Food,debit,UPI,6,10,1,Morning
USR_0015,TXN_H_0007621,2025-03-16 10:54:00,Zepto Groceries,868.86,EXPENSE,Groceries,debit,UPI,6,10,1,Morning
USR_0021,TXN_H_0010743,2025-03-16 11:00:00,Zomato Restaurant,635.2,EXPENSE,Food,debit,Paytm,6,11,1,Morning
USR_0009,TXN_H_0004435,2025-03-16 11:03:00,Starbucks India,409.68,EXPENSE,Food,debit,Debit Card,6,11,1,Morning
USR_0011,TXN_H_0005461,2025-03-16 11:04:00,Zomato Restaurant,487.12,EXPENSE,Food,debit,UPI,6,11,1,Morning
USR_0023,TXN_H_0011817,2025-03-16 11:14:00,Swiggy Food Order,511.06,EXPENSE,Food,debit,Credit Card,6,11,1,Morning
USR_0040,TXN_H_0020859,2025-03-16 11:17:00,Flipkart Internet,1343.95,EXPENSE,Shopping,debit,Credit Card,6,11,1,Morning
USR_0003,TXN_H_0001225,2025-03-16 11:30:00,BigBasket Supermarket,996.59,EXPENSE,Groceries,debit,UPI,6,11,1,Morning
USR_0004,TXN_H_0001763,2025-03-16 11:30:00,Airtel / ACT Fibernet Broadband,999.0,EXPENSE,Bills & Utilities,debit,UPI,6,11,1,Morning
USR_0009,TXN_H_0004434,2025-03-16 11:30:00,Airtel / ACT Fibernet Broadband,1199.0,EXPENSE,Bills & Utilities,debit,UPI,6,11,1,Morning
USR_0005,TXN_H_0002308,2025-03-16 11:35:00,Blinkit Quick Commerce,2755.62,EXPENSE,Groceries,debit,Debit Card,6,11,1,Morning
USR_0039,TXN_H_0020345,2025-03-16 11:46:00,Haldiram's,370.97,EXPENSE,Food,debit,UPI,6,11,1,Morning
USR_0038,TXN_H_0019831,2025-03-16 11:49:00,Croma Electronics,4348.7,EXPENSE,Shopping,debit,UPI,6,11,1,Morning
USR_0037,TXN_H_0019286,2025-03-16 11:53:00,Zomato Restaurant,487.5,EXPENSE,Food,debit,UPI,6,11,1,Morning
USR_0031,TXN_H_0016086,2025-03-16 11:54:00,Amazon India Marketplace,2896.43,EXPENSE,Shopping,debit,Debit Card,6,11,1,Morning
USR_0020,TXN_H_0010240,2025-03-16 12:07:00,Zomato Restaurant,574.84,EXPENSE,Food,debit,Paytm,6,12,1,Afternoon
USR_0031,TXN_H_0016085,2025-03-16 12:22:00,Haldiram's,363.23,EXPENSE,Food,debit,Paytm,6,12,1,Afternoon
USR_0001,TXN_H_0000153,2025-03-16 12:30:00,Amazon India Marketplace,1056.1,EXPENSE,Shopping,debit,UPI,6,12,1,Afternoon
USR_0028,TXN_H_0014455,2025-03-16 12:30:00,Zomato Restaurant,330.35,EXPENSE,Food,debit,Debit Card,6,12,1,Afternoon
USR_0025,TXN_H_0012905,2025-03-16 12:33:00,Swiggy Food Order,531.02,EXPENSE,Food,debit,Credit Card,6,12,1,Afternoon
USR_0020,TXN_H_0010239,2025-03-16 12:42:00,Haldiram's,593.71,EXPENSE,Food,debit,UPI,6,12,1,Afternoon
USR_0024,TXN_H_0012359,2025-03-16 13:30:00,Haldiram's,521.13,EXPENSE,Food,debit,Paytm,6,13,1,Afternoon
USR_0004,TXN_H_0001764,2025-03-16 13:44:00,Starbucks India,489.75,EXPENSE,Food,debit,Credit Card,6,13,1,Afternoon
USR_0037,TXN_H_0019284,2025-03-16 14:11:00,Haldiram's,473.31,EXPENSE,Food,debit,Paytm,6,14,1,Afternoon
USR_0032,TXN_H_0016610,2025-03-16 14:22:00,Zomato Restaurant,514.16,EXPENSE,Food,debit,Debit Card,6,14,1,Afternoon
USR_0025,TXN_H_0012904,2025-03-16 14:24:00,Haldiram's,422.56,EXPENSE,Food,debit,Credit Card,6,14,1,Afternoon
USR_0034,TXN_H_0017704,2025-03-16 14:30:00,Swiggy Food Order,890.88,EXPENSE,Food,debit,Debit Card,6,14,1,Afternoon
USR_0027,TXN_H_0013943,2025-03-16 14:39:00,Haldiram's,675.37,EXPENSE,Food,debit,UPI,6,14,1,Afternoon
USR_0024,TXN_H_0012357,2025-03-16 14:51:00,Haldiram's,776.78,EXPENSE,Food,debit,UPI,6,14,1,Afternoon
USR_0032,TXN_H_0016611,2025-03-16 14:58:00,Chai Point,534.18,EXPENSE,Food,debit,Debit Card,6,14,1,Afternoon
USR_0020,TXN_H_0010241,2025-03-16 15:08:00,Nykaa E-Retail,1814.05,EXPENSE,Shopping,debit,Debit Card,6,15,1,Afternoon
USR_0027,TXN_H_0013941,2025-03-16 15:16:00,Swiggy Food Order,576.07,EXPENSE,Food,debit,UPI,6,15,1,Afternoon
USR_0017,TXN_H_0008663,2025-03-16 15:28:00,Domino's Pizza,371.55,EXPENSE,Food,debit,UPI,6,15,1,Afternoon
USR_0027,TXN_H_0013942,2025-03-16 15:33:00,Swiggy Food Order,673.65,EXPENSE,Food,debit,UPI,6,15,1,Afternoon
USR_0004,TXN_H_0001765,2025-03-16 15:34:00,Chai Point,526.57,EXPENSE,Food,debit,UPI,6,15,1,Afternoon
USR_0025,TXN_H_0012907,2025-03-16 15:38:00,DMart Supercenter,1828.14,EXPENSE,Groceries,debit,UPI,6,15,1,Afternoon
USR_0012,TXN_H_0006036,2025-03-16 15:44:00,Blinkit Quick Commerce,1912.31,EXPENSE,Groceries,debit,Debit Card,6,15,1,Afternoon
USR_0030,TXN_H_0015558,2025-03-16 16:01:00,Swiggy Food Order,243.8,EXPENSE,Food,debit,UPI,6,16,1,Afternoon
USR_0026,TXN_H_0013432,2025-03-16 16:35:00,Swiggy Food Order,442.13,EXPENSE,Food,debit,Debit Card,6,16,1,Afternoon
USR_0022,TXN_H_0011263,2025-03-16 16:40:00,Swiggy Food Order,380.27,EXPENSE,Food,debit,Debit Card,6,16,1,Afternoon
USR_0032,TXN_H_0016612,2025-03-16 16:46:00,Swiggy Food Order,644.78,EXPENSE,Food,debit,Debit Card,6,16,1,Afternoon
USR_0033,TXN_H_0017159,2025-03-16 16:56:00,DMart Supercenter,2493.31,EXPENSE,Groceries,debit,Debit Card,6,16,1,Afternoon
USR_0021,TXN_H_0010744,2025-03-16 17:05:00,Domino's Pizza,463.71,EXPENSE,Food,debit,Debit Card,6,17,1,Evening
USR_0016,TXN_H_0008135,2025-03-16 17:10:00,Haldiram's,274.07,EXPENSE,Food,debit,Credit Card,6,17,1,Evening
USR_0035,TXN_H_0018262,2025-03-16 17:38:00,Chai Point,889.38,EXPENSE,Food,debit,Credit Card,6,17,1,Evening
USR_0001,TXN_H_0000152,2025-03-16 17:45:00,Zepto Groceries,1999.11,EXPENSE,Groceries,debit,Credit Card,6,17,1,Evening
USR_0039,TXN_H_0020343,2025-03-16 18:07:00,Chai Point,300.16,EXPENSE,Food,debit,Debit Card,6,18,1,Evening
USR_0017,TXN_H_0008664,2025-03-16 18:24:00,Swiggy Food Order,465.1,EXPENSE,Food,debit,Debit Card,6,18,1,Evening
USR_0019,TXN_H_0009721,2025-03-16 18:38:00,BigBasket Supermarket,1468.06,EXPENSE,Groceries,debit,UPI,6,18,1,Evening
USR_0029,TXN_H_0014981,2025-03-16 18:42:00,Starbucks India,604.41,EXPENSE,Food,debit,Paytm,6,18,1,Evening
USR_0013,TXN_H_0006576,2025-03-16 18:46:00,Swiggy Food Order,372.18,EXPENSE,Food,debit,Debit Card,6,18,1,Evening
USR_0039,TXN_H_0020346,2025-03-16 18:54:00,Croma Electronics,2445.45,EXPENSE,Shopping,debit,Credit Card,6,18,1,Evening
USR_0013,TXN_H_0006577,2025-03-16 19:02:00,Domino's Pizza,490.67,EXPENSE,Food,debit,Paytm,6,19,1,Evening
USR_0004,TXN_H_0001766,2025-03-16 19:12:00,Blinkit Quick Commerce,1449.12,EXPENSE,Groceries,debit,UPI,6,19,1,Evening
USR_0026,TXN_H_0013431,2025-03-16 19:25:00,Swiggy Food Order,598.85,EXPENSE,Food,debit,Paytm,6,19,1,Evening
USR_0039,TXN_H_0020344,2025-03-16 19:34:00,Starbucks India,365.54,EXPENSE,Food,debit,Debit Card,6,19,1,Evening
USR_0021,TXN_H_0010746,2025-03-16 19:36:00,Amazon India Marketplace,3553.76,EXPENSE,Shopping,debit,Debit Card,6,19,1,Evening
USR_0016,TXN_H_0008136,2025-03-16 19:39:00,DMart Supercenter,958.59,EXPENSE,Groceries,debit,Credit Card,6,19,1,Evening
USR_0030,TXN_H_0015559,2025-03-16 19:43:00,Domino's Pizza,334.5,EXPENSE,Food,debit,Credit Card,6,19,1,Evening
USR_0032,TXN_H_0016613,2025-03-16 19:46:00,Amazon India Marketplace,1981.08,EXPENSE,Shopping,debit,UPI,6,19,1,Evening
USR_0019,TXN_H_0009722,2025-03-16 19:58:00,Amazon India Marketplace,1090.37,EXPENSE,Shopping,debit,UPI,6,19,1,Evening
USR_0006,TXN_H_0002823,2025-03-16 20:01:00,Zomato Restaurant,771.54,EXPENSE,Food,debit,UPI,6,20,1,Evening
USR_0011,TXN_H_0005462,2025-03-16 20:09:00,BigBasket Supermarket,2070.61,EXPENSE,Groceries,debit,Debit Card,6,20,1,Evening
USR_0036,TXN_H_0018772,2025-03-16 20:14:00,Chai Point,496.99,EXPENSE,Food,debit,Paytm,6,20,1,Evening
USR_0028,TXN_H_0014454,2025-03-16 20:18:00,Domino's Pizza,438.29,EXPENSE,Food,debit,Debit Card,6,20,1,Evening
USR_0038,TXN_H_0019828,2025-03-16 20:22:00,Zomato Restaurant,720.05,EXPENSE,Food,debit,Credit Card,6,20,1,Evening
USR_0001,TXN_H_0000151,2025-03-16 20:29:00,Chai Point,857.74,EXPENSE,Food,debit,Paytm,6,20,1,Evening
USR_0001,TXN_H_0000149,2025-03-16 20:39:00,Chai Point,619.52,EXPENSE,Food,debit,Credit Card,6,20,1,Evening
USR_0010,TXN_H_0004938,2025-03-16 20:44:00,Haldiram's,538.09,EXPENSE,Food,debit,UPI,6,20,1,Evening
USR_0021,TXN_H_0010745,2025-03-16 20:46:00,Chai Point,842.15,EXPENSE,Food,debit,Credit Card,6,20,1,Evening
USR_0010,TXN_H_0004940,2025-03-16 20:50:00,Blinkit Quick Commerce,813.1,EXPENSE,Groceries,debit,Debit Card,6,20,1,Evening
USR_0023,TXN_H_0011819,2025-03-16 20:51:00,Amazon India Marketplace,1081.35,EXPENSE,Shopping,debit,Credit Card,6,20,1,Evening
USR_0034,TXN_H_0017705,2025-03-16 21:13:00,Domino's Pizza,553.39,EXPENSE,Food,debit,Debit Card,6,21,1,Evening
USR_0026,TXN_H_0013430,2025-03-16 21:25:00,Swiggy Food Order,475.39,EXPENSE,Food,debit,UPI,6,21,1,Evening
USR_0033,TXN_H_0017158,2025-03-16 21:33:00,Zomato Restaurant,301.78,EXPENSE,Food,debit,Debit Card,6,21,1,Evening
USR_0017,TXN_H_0008662,2025-03-16 21:37:00,Chai Point,422.74,EXPENSE,Food,debit,Debit Card,6,21,1,Evening
USR_0022,TXN_H_0011264,2025-03-16 21:41:00,Domino's Pizza,272.96,EXPENSE,Food,debit,UPI,6,21,1,Evening
USR_0024,TXN_H_0012358,2025-03-16 21:46:00,Swiggy Food Order,397.61,EXPENSE,Food,debit,UPI,6,21,1,Evening
USR_0038,TXN_H_0019829,2025-03-16 22:14:00,Starbucks India,795.75,EXPENSE,Food,debit,Credit Card,6,22,1,Night
USR_0029,TXN_H_0014982,2025-03-16 22:33:00,Chai Point,482.48,EXPENSE,Food,debit,Debit Card,6,22,1,Night
USR_0032,TXN_H_0016614,2025-03-17 04:05:00,Spotify India Premium Music,119.0,EXPENSE,Subscriptions,debit,UPI AutoPay,0,4,0,Night
USR_0011,TXN_H_0005463,2025-03-17 07:31:00,Namma Metro / Delhi Metro DMRC,483.54,EXPENSE,Transport,debit,UPI,0,7,0,Morning
USR_0025,TXN_H_0012909,2025-03-17 07:52:00,Ola Cabs Commute,500.59,EXPENSE,Transport,debit,Credit Card,0,7,0,Morning
USR_0022,TXN_H_0011266,2025-03-17 08:23:00,Chai Point,429.64,EXPENSE,Food,debit,Debit Card,0,8,0,Morning
USR_0003,TXN_H_0001228,2025-03-17 08:25:00,Ola Cabs Commute,204.89,EXPENSE,Transport,debit,UPI,0,8,0,Morning
USR_0025,TXN_H_0012908,2025-03-17 08:34:00,Swiggy Food Order,274.86,EXPENSE,Food,debit,Paytm,0,8,0,Morning
USR_0029,TXN_H_0014984,2025-03-17 08:40:00,Uber India Rides,52.99,EXPENSE,Transport,debit,UPI,0,8,0,Morning
USR_0027,TXN_H_0013945,2025-03-17 08:49:00,Rapido Bike Taxi,175.91,EXPENSE,Transport,debit,Paytm,0,8,0,Morning
USR_0014,TXN_H_0007090,2025-03-17 08:57:00,Chai Point,213.84,EXPENSE,Food,debit,Debit Card,0,8,0,Morning
USR_0016,TXN_H_0008138,2025-03-17 09:02:00,Uber India Rides,97.65,EXPENSE,Transport,debit,UPI,0,9,0,Morning
USR_0028,TXN_H_0014456,2025-03-17 10:06:00,Haldiram's,453.95,EXPENSE,Food,debit,Credit Card,0,10,0,Morning
USR_0008,TXN_H_0003890,2025-03-17 10:19:00,BigBasket Supermarket,942.56,EXPENSE,Groceries,debit,Debit Card,0,10,0,Morning
USR_0017,TXN_H_0008666,2025-03-17 10:19:00,Starbucks India,344.37,EXPENSE,Food,debit,UPI,0,10,0,Morning
USR_0026,TXN_H_0013434,2025-03-17 10:21:00,Ola Cabs Commute,92.06,EXPENSE,Transport,debit,Credit Card,0,10,0,Morning
USR_0012,TXN_H_0006037,2025-03-17 10:27:00,Haldiram's,269.44,EXPENSE,Food,debit,Paytm,0,10,0,Morning
USR_0023,TXN_H_0011820,2025-03-17 10:36:00,Starbucks India,448.48,EXPENSE,Food,debit,Debit Card,0,10,0,Morning
USR_0005,TXN_H_0002311,2025-03-17 10:50:00,Rapido Bike Taxi,196.76,EXPENSE,Transport,debit,UPI,0,10,0,Morning
USR_0004,TXN_H_0001770,2025-03-17 10:58:00,Ola Cabs Commute,57.83,EXPENSE,Transport,debit,UPI,0,10,0,Morning
USR_0006,TXN_H_0002825,2025-03-17 11:16:00,Haldiram's,455.47,EXPENSE,Food,debit,Paytm,0,11,0,Morning
USR_0001,TXN_H_0000155,2025-03-17 11:23:00,Swiggy Food Order,613.51,EXPENSE,Food,debit,UPI,0,11,0,Morning
USR_0036,TXN_H_0018773,2025-03-17 11:30:00,Airtel / ACT Fibernet Broadband,1499.0,EXPENSE,Bills & Utilities,debit,UPI,0,11,0,Morning
USR_0002,TXN_H_0000693,2025-03-17 11:31:00,Zomato Restaurant,463.16,EXPENSE,Food,debit,Debit Card,0,11,0,Morning
USR_0020,TXN_H_0010242,2025-03-17 11:39:00,Namma Metro / Delhi Metro DMRC,42.52,EXPENSE,Transport,debit,Paytm,0,11,0,Morning
USR_0007,TXN_H_0003339,2025-03-17 11:41:00,BigBasket Supermarket,1992.15,EXPENSE,Groceries,debit,Credit Card,0,11,0,Morning
USR_0001,TXN_H_0000156,2025-03-17 11:44:00,Uber India Rides,200.33,EXPENSE,Transport,debit,Credit Card,0,11,0,Morning
USR_0005,TXN_H_0002310,2025-03-17 11:54:00,Haldiram's,296.21,EXPENSE,Food,debit,Debit Card,0,11,0,Morning
USR_0038,TXN_H_0019832,2025-03-17 12:07:00,Ola Cabs Commute,335.14,EXPENSE,Transport,debit,Credit Card,0,12,0,Afternoon
USR_0008,TXN_H_0003891,2025-03-17 12:13:00,Rapido Bike Taxi,35.42,EXPENSE,Transport,debit,Paytm,0,12,0,Afternoon
USR_0004,TXN_H_0001767,2025-03-17 12:22:00,Starbucks India,424.05,EXPENSE,Food,debit,Paytm,0,12,0,Afternoon
USR_0017,TXN_H_0008665,2025-03-17 12:22:00,Chai Point,267.82,EXPENSE,Food,debit,UPI,0,12,0,Afternoon
USR_0037,TXN_H_0019289,2025-03-17 12:35:00,Rapido Bike Taxi,320.1,EXPENSE,Transport,debit,UPI,0,12,0,Afternoon
USR_0033,TXN_H_0017162,2025-03-17 12:46:00,Rapido Bike Taxi,491.37,EXPENSE,Transport,debit,Paytm,0,12,0,Afternoon
