user_id,income_range,transaction_count,payment_method_count,subscription_count,expense_tracking_frequency,manual_tracking_frequency,missed_transaction_frequency,budgeting_frequency,impulse_spending_tendency,digital_wallet_usage_pct,savings_behavior_pct,financial_tracking_difficulty,income_ordinal,estimated_income
RESP_IN_00236,"₹6,00,000 - ₹12,00,000",155,6,6,2,5,5,3,3,100.0,25.5,10,3,900000
RESP_IN_00237,"₹6,00,000 - ₹12,00,000",111,3,6,2,3,4,2,5,77.1,15.1,10,3,900000
RESP_IN_00238,"< ₹3,00,000",92,2,5,2,2,3,4,2,88.7,36.2,7,1,200000
RESP_IN_00239,"₹3,00,000 - ₹6,00,000",107,5,6,1,4,5,1,2,100.0,24.0,10,2,450000
RESP_IN_00240,"₹12,00,000 - ₹25,00,000",73,2,6,4,1,2,2,2,94.3,22.4,7,4,1850000
RESP_IN_00241,"< ₹3,00,000",77,1,6,4,1,2,1,3,89.8,25.8,9,1,200000
RESP_IN_00242,"< ₹3,00,000",119,4,4,2,3,5,3,4,95.6,13.3,10,1,200000
RESP_IN_00243,"₹3,00,000 - ₹6,00,000",63,1,3,1,2,3,1,3,85.5,14.6,7,2,450000
RESP_IN_00244,"₹6,00,000 - ₹12,00,000",71,2,3,2,4,3,3,3,82.1,23.4,8,3,900000
RESP_IN_00245,"₹3,00,000 - ₹6,00,000",82,3,6,5,1,3,4,3,74.5,24.9,8,2,450000
RESP_IN_00246,"₹3,00,000 - ₹6,00,000",71,2,4,1,2,4,2,2,74.5,26.3,7,2,450000
RESP_IN_00247,"₹12,00,000 - ₹25,00,000",97,3,5,2,2,5,3,4,79.8,19.8,10,4,1850000
RESP_IN_00248,"₹6,00,000 - ₹12,00,000",92,2,6,1,4,5,2,2,85.8,18.2,9,3,900000
RESP_IN_00249,"₹12,00,000 - ₹25,00,000",103,3,4,3,4,4,3,2,82.8,24.4,9,4,1850000
RESP_IN_00250,"₹6,00,000 - ₹12,00,000",119,5,6,4,5,4,2,1,100.0,33.3,10,3,900000
RESP_IN_00251,"₹6,00,000 - ₹12,00,000",96,3,6,3,3,5,2,3,83.4,22.8,10,3,900000
RESP_IN_00252,"₹12,00,000 - ₹25,00,000",140,6,7,1,3,5,2,3,88.8,17.0,10,4,1850000
RESP_IN_00253,"₹3,00,000 - ₹6,00,000",141,6,7,2,5,5,1,2,98.6,25.9,10,2,450000
RESP_IN_00254,"₹12,00,000 - ₹25,00,000",101,3,5,1,5,4,3,3,56.5,31.1,9,4,1850000
RESP_IN_00255,"₹3,00,000 - ₹6,00,000",91,3,5,2,2,3,5,5,92.7,25.7,9,2,450000
RESP_IN_00256,"₹6,00,000 - ₹12,00,000",99,3,5,2,2,5,2,1,85.9,33.2,10,3,900000
RESP_IN_00257,"< ₹3,00,000",85,2,8,2,2,2,2,2,93.9,24.6,8,1,200000
RESP_IN_00258,"₹3,00,000 - ₹6,00,000",64,2,6,4,3,1,2,3,99.8,26.4,8,2,450000
RESP_IN_00259,"₹3,00,000 - ₹6,00,000",94,4,6,2,5,4,3,5,91.0,15.7,10,2,450000
RESP_IN_00260,"₹12,00,000 - ₹25,00,000",112,5,10,5,3,5,4,5,100.0,22.2,10,4,1850000
RESP_IN_00261,"₹6,00,000 - ₹12,00,000",95,3,8,1,1,4,3,2,71.7,23.8,9,3,900000
RESP_IN_00262,"₹3,00,000 - ₹6,00,000",163,7,12,3,4,5,2,2,100.0,25.0,10,2,450000
RESP_IN_00263,"< ₹3,00,000",162,7,9,3,3,5,1,3,84.4,29.3,10,1,200000
RESP_IN_00264,"₹6,00,000 - ₹12,00,000",90,2,7,2,3,3,1,1,100.0,28.6,9,3,900000
RESP_IN_00265,"₹3,00,000 - ₹6,00,000",96,3,3,5,3,3,1,2,89.4,17.6,9,2,450000
RESP_IN_00266,"₹6,00,000 - ₹12,00,000",107,5,7,1,3,5,1,1,74.3,28.8,10,3,900000
RESP_IN_00267,"> ₹25,00,000",143,5,8,3,4,5,2,3,80.7,20.3,10,5,3500000
RESP_IN_00268,"< ₹3,00,000",104,3,7,4,4,4,4,3,86.3,28.3,9,1,200000
RESP_IN_00269,"₹6,00,000 - ₹12,00,000",127,4,6,1,4,5,1,3,95.6,20.6,10,3,900000
RESP_IN_00270,"₹6,00,000 - ₹12,00,000",99,2,7,3,3,3,1,4,95.0,14.7,9,3,900000
RESP_IN_00271,"< ₹3,00,000",116,3,5,3,3,5,3,2,94.5,33.4,10,1,200000
RESP_IN_00272,"₹3,00,000 - ₹6,00,000",94,3,7,4,4,3,3,2,86.8,27.2,10,2,450000
RESP_IN_00273,"₹6,00,000 - ₹12,00,000",60,1,6,2,5,3,1,1,87.4,26.3,9,3,900000
RESP_IN_00274,"₹3,00,000 - ₹6,00,000",110,4,7,4,1,5,3,4,90.0,24.1,10,2,450000
RESP_IN_00275,"₹3,00,000 - ₹6,00,000",108,2,5,3,3,3,4,1,96.5,37.8,7,2,450000
RESP_IN_00276,"₹6,00,000 - ₹12,00,000",112,3,6,3,1,5,3,3,100.0,30.0,10,3,900000
RESP_IN_00277,"< ₹3,00,000",108,4,8,2,2,5,2,5,95.6,11.1,10,1,200000
RESP_IN_00278,"> ₹25,00,000",127,4,6,5,2,4,3,3,100.0,22.2,10,5,3500000
RESP_IN_00279,"₹3,00,000 - ₹6,00,000",135,5,6,2,2,5,1,3,86.7,20.8,10,2,450000
RESP_IN_00280,"< ₹3,00,000",112,5,9,4,2,5,3,2,86.5,31.4,10,1,200000
RESP_IN_00281,"₹3,00,000 - ₹6,00,000",117,5,5,3,3,3,2,4,90.8,18.1,10,2,450000
RESP_IN_00282,"₹6,00,000 - ₹12,00,000",118,5,8,2,3,4,3,4,81.0,29.5,10,3,900000
RESP_IN_00283,"> ₹25,00,000",106,3,7,2,3,3,2,3,83.3,26.1,10,5,3500000
RESP_IN_00284,"₹3,00,000 - ₹6,00,000",101,3,5,3,1,3,4,1,83.8,35.2,8,2,450000
RESP_IN_00285,"₹6,00,000 - ₹12,00,000",93,3,7,3,4,4,3,3,76.7,24.2,10,3,900000
RESP_IN_00286,"₹6,00,000 - ₹12,00,000",146,6,11,3,4,5,3,2,96.6,27.6,10,3,900000
RESP_IN_00287,"₹6,00,000 - ₹12,00,000",117,5,8,3,5,5,5,5,87.3,27.3,10,3,900000
RESP_IN_00288,"₹3,00,000 - ₹6,00,000",123,4,6,2,5,4,1,3,100.0,15.7,10,2,450000
RESP_IN_00289,"< ₹3,00,000",101,3,5,1,3,5,3,1,98.5,31.1,9,1,200000
RESP_IN_00290,"₹3,00,000 - ₹6,00,000",115,4,8,3,3,4,4,3,99.2,24.8,10,2,450000
RESP_IN_00291,"₹3,00,000 - ₹6,00,000",109,3,8,3,3,3,2,3,84.9,22.5,10,2,450000
RESP_IN_00292,"₹3,00,000 - ₹6,00,000",116,5,9,4,5,4,4,3,84.5,30.6,10,2,450000
RESP_IN_00293,"₹3,00,000 - ₹6,00,000",133,4,9,2,4,3,4,4,89.6,27.8,10,2,450000
RESP_IN_00294,"₹3,00,000 - ₹6,00,000",132,5,6,3,3,5,2,3,100.0,19.6,10,2,450000
RESP_IN_00295,"₹3,00,000 - ₹6,00,000",99,3,10,5,4,3,3,3,85.5,26.1,10,2,450000
RESP_IN_00296,"₹3,00,000 - ₹6,00,000",110,4,6,1,4,5,2,3,100.0,24.4,10,2,450000
RESP_IN_00297,"₹3,00,000 - ₹6,00,000",108,3,6,3,1,3,3,3,62.8,24.4,8,2,450000
RESP_IN_00298,"< ₹3,00,000",100,3,7,2,3,5,3,2,100.0,33.3,10,1,200000
RESP_IN_00299,"₹6,00,000 - ₹12,00,000",82,2,5,1,1,4,3,4,92.1,24.0,9,3,900000
RESP_IN_00300,"₹6,00,000 - ₹12,00,000",136,7,10,1,4,5,3,4,100.0,20.2,10,3,900000
RESP_IN_00301,"₹3,00,000 - ₹6,00,000",87,2,6,5,3,3,1,2,91.9,24.4,10,2,450000
RESP_IN_00302,"₹3,00,000 - ₹6,00,000",144,5,6,2,4,5,2,3,91.9,23.2,10,2,450000
RESP_IN_00303,"₹6,00,000 - ₹12,00,000",90,3,8,1,2,5,4,2,97.6,29.5,9,3,900000
RESP_IN_00304,"₹12,00,000 - ₹25,00,000",126,4,6,3,2,3,2,3,100.0,26.8,10,4,1850000
RESP_IN_00305,"₹3,00,000 - ₹6,00,000",117,4,8,2,5,5,1,2,80.2,21.2,10,2,450000
RESP_IN_00306,"< ₹3,00,000",101,3,7,4,2,4,3,1,99.3,31.1,9,1,200000
RESP_IN_00307,"₹3,00,000 - ₹6,00,000",98,3,6,2,5,2,3,4,96.9,27.8,10,2,450000
RESP_IN_00308,"₹6,00,000 - ₹12,00,000",99,3,6,3,5,3,2,3,85.2,27.1,10,3,900000
RESP_IN_00309,"₹12,00,000 - ₹25,00,000",76,2,5,4,5,1,2,5,84.3,15.4,9,4,1850000
RESP_IN_00310,"< ₹3,00,000",122,4,8,4,3,5,4,3,100.0,31.8,10,1,200000
RESP_IN_00311,"₹3,00,000 - ₹6,00,000",113,4,7,2,1,5,4,2,95.8,30.2,10,2,450000
RESP_IN_00312,"₹3,00,000 - ₹6,00,000",98,3,7,4,2,4,2,3,93.1,26.8,10,2,450000
RESP_IN_00313,"₹6,00,000 - ₹12,00,000",174,7,13,4,3,5,2,3,99.5,21.9,10,3,900000
RESP_IN_00314,"< ₹3,00,000",112,4,8,2,3,5,1,4,100.0,12.1,10,1,200000
RESP_IN_00315,"₹6,00,000 - ₹12,00,000",104,5,7,1,1,4,3,2,83.4,30.4,10,3,900000
RESP_IN_00316,"₹6,00,000 - ₹12,00,000",80,2,3,2,4,5,2,2,84.0,28.5,10,3,900000
RESP_IN_00317,"₹6,00,000 - ₹12,00,000",117,5,7,1,3,5,2,3,100.0,23.2,10,3,900000
RESP_IN_00318,"₹3,00,000 - ₹6,00,000",113,4,6,1,3,5,1,1,74.3,23.3,10,2,450000
RESP_IN_00319,"< ₹3,00,000",132,5,8,3,5,5,3,2,69.9,31.7,10,1,200000
RESP_IN_00320,"₹3,00,000 - ₹6,00,000",83,2,6,1,5,5,3,2,88.3,28.2,9,2,450000
RESP_IN_00321,"< ₹3,00,000",67,1,5,4,1,1,1,1,78.2,31.3,7,1,200000
RESP_IN_00322,"₹3,00,000 - ₹6,00,000",99,3,6,1,4,4,2,3,100.0,29.7,9,2,450000
RESP_IN_00323,"₹12,00,000 - ₹25,00,000",59,1,5,4,3,1,3,3,86.2,24.1,6,4,1850000
RESP_IN_00324,"₹3,00,000 - ₹6,00,000",68,1,3,2,2,3,2,3,92.2,15.3,7,2,450000
RESP_IN_00325,"₹12,00,000 - ₹25,00,000",84,3,9,3,3,4,3,1,95.1,24.6,10,4,1850000
RESP_IN_00326,"₹6,00,000 - ₹12,00,000",125,5,6,2,3,5,4,3,82.4,35.0,10,3,900000
RESP_IN_00327,"₹6,00,000 - ₹12,00,000",90,3,5,4,4,2,2,5,92.0,13.9,10,3,900000
RESP_IN_00328,"₹6,00,000 - ₹12,00,000",143,5,9,3,5,5,1,1,100.0,30.7,10,3,900000
RESP_IN_00329,"< ₹3,00,000",139,7,10,1,4,5,4,2,95.2,33.5,10,1,200000
RESP_IN_00330,"₹3,00,000 - ₹6,00,000",105,4,9,5,5,4,3,3,100.0,22.7,10,2,450000
RESP_IN_00331,"₹3,00,000 - ₹6,00,000",100,3,8,1,3,4,2,1,93.4,20.1,10,2,450000
RESP_IN_00332,"> ₹25,00,000",151,7,12,2,5,5,2,3,100.0,22.7,10,5,3500000
RESP_IN_00333,"₹3,00,000 - ₹6,00,000",149,5,9,2,3,5,3,4,93.5,20.6,10,2,450000
RESP_IN_00334,"₹6,00,000 - ₹12,00,000",103,3,5,2,4,3,4,2,100.0,26.9,8,3,900000
RESP_IN_00335,"₹6,00,000 - ₹12,00,000",104,4,5,3,1,5,2,2,90.9,25.7,10,3,900000
RESP_IN_00336,"₹6,00,000 - ₹12,00,000",72,2,7,4,4,2,2,4,79.2,17.2,10,3,900000
RESP_IN_00337,"< ₹3,00,000",91,2,6,3,3,3,4,4,69.3,29.1,8,1,200000
RESP_IN_00338,"₹3,00,000 - ₹6,00,000",84,3,4,4,2,3,2,4,67.1,19.0,10,2,450000
RESP_IN_00339,"> ₹25,00,000",113,4,9,2,2,5,4,3,100.0,33.1,10,5,3500000
RESP_IN_00340,"₹3,00,000 - ₹6,00,000",123,4,7,5,4,4,3,2,100.0,24.5,10,2,450000
RESP_IN_00341,"₹6,00,000 - ₹12,00,000",96,3,6,2,3,5,4,2,80.2,27.7,10,3,900000
RESP_IN_00342,"< ₹3,00,000",112,5,9,1,5,5,2,4,100.0,23.8,10,1,200000
RESP_IN_00343,"₹6,00,000 - ₹12,00,000",155,6,7,1,1,5,2,5,100.0,20.9,10,3,900000
RESP_IN_00344,"> ₹25,00,000",110,4,7,5,3,3,3,1,81.3,29.1,10,5,3500000
RESP_IN_00345,"< ₹3,00,000",128,5,9,5,3,4,1,2,88.7,25.7,10,1,200000
RESP_IN_00346,"₹3,00,000 - ₹6,00,000",77,2,8,3,4,2,3,3,100.0,30.2,8,2,450000
RESP_IN_00347,"₹3,00,000 - ₹6,00,000",100,4,8,2,4,3,1,3,73.0,25.4,10,2,450000
RESP_IN_00348,"₹3,00,000 - ₹6,00,000",125,5,8,4,4,5,3,5,86.9,17.6,10,2,450000
RESP_IN_00349,"< ₹3,00,000",126,6,11,2,2,5,1,2,100.0,23.9,10,1,200000
RESP_IN_00350,"₹3,00,000 - ₹6,00,000",69,2,4,4,4,2,2,3,90.4,20.9,8,2,450000
RESP_IN_00351,"₹3,00,000 - ₹6,00,000",105,3,7,4,3,3,4,5,96.8,20.4,9,2,450000
RESP_IN_00352,"< ₹3,00,000",99,4,7,1,2,5,3,3,84.4,27.1,10,1,200000
RESP_IN_00353,"₹3,00,000 - ₹6,00,000",117,4,7,3,4,5,2,3,87.1,26.8,10,2,450000
RESP_IN_00354,"₹3,00,000 - ₹6,00,000",124,4,9,2,5,5,2,3,85.6,25.2,10,2,450000
RESP_IN_00355,"₹12,00,000 - ₹25,00,000",143,5,9,1,1,5,3,1,96.8,34.6,10,4,1850000
RESP_IN_00356,"> ₹25,00,000",92,3,5,3,4,3,1,3,88.7,28.9,10,5,3500000
RESP_IN_00357,"₹6,00,000 - ₹12,00,000",121,4,5,4,2,4,5,1,93.6,42.5,9,3,900000
RESP_IN_00358,"> ₹25,00,000",116,3,6,3,4,5,4,3,100.0,31.6,10,5,3500000
RESP_IN_00359,"< ₹3,00,000",91,2,5,3,5,1,2,4,71.9,20.7,9,1,200000
RESP_IN_00360,"< ₹3,00,000",116,4,7,3,4,4,3,3,89.3,28.7,10,1,200000
RESP_IN_00361,"₹12,00,000 - ₹25,00,000",149,5,8,3,4,5,4,3,100.0,27.7,10,4,1850000
RESP_IN_00362,"₹12,00,000 - ₹25,00,000",125,5,10,1,3,5,2,2,98.2,30.1,10,4,1850000
RESP_IN_00363,"< ₹3,00,000",90,3,4,3,3,4,2,5,83.1,10.5,9,1,200000
RESP_IN_00364,"₹3,00,000 - ₹6,00,000",92,3,7,3,3,4,2,2,87.3,24.8,10,2,450000
RESP_IN_00365,"< ₹3,00,000",99,3,4,1,2,3,2,1,84.3,29.7,7,1,200000
RESP_IN_00366,"₹3,00,000 - ₹6,00,000",103,2,4,5,4,2,1,3,82.4,19.4,9,2,450000
RESP_IN_00367,"₹3,00,000 - ₹6,00,000",119,4,8,4,4,4,2,1,94.1,30.3,10,2,450000
RESP_IN_00368,"< ₹3,00,000",105,4,6,4,3,5,2,4,94.1,18.8,10,1,200000
RESP_IN_00369,"₹6,00,000 - ₹12,00,000",133,6,12,4,2,5,4,3,92.1,25.3,10,3,900000
RESP_IN_00370,"₹3,00,000 - ₹6,00,000",91,3,7,3,3,5,4,2,73.0,35.1,9,2,450000
RESP_IN_00371,"₹6,00,000 - ₹12,00,000",148,6,8,2,5,5,2,5,100.0,16.0,10,3,900000
RESP_IN_00372,"< ₹3,00,000",106,3,6,4,3,3,4,4,89.1,29.0,9,1,200000
RESP_IN_00373,"₹3,00,000 - ₹6,00,000",124,5,9,1,5,5,1,3,94.8,19.7,10,2,450000
RESP_IN_00374,"₹3,00,000 - ₹6,00,000",131,5,8,2,4,5,2,5,82.2,10.2,10,2,450000
RESP_IN_00375,"₹3,00,000 - ₹6,00,000",105,4,6,4,4,3,1,3,84.5,21.4,10,2,450000
RESP_IN_00376,"₹3,00,000 - ₹6,00,000",127,5,6,3,3,5,5,2,100.0,38.9,10,2,450000
RESP_IN_00377,"₹6,00,000 - ₹12,00,000",114,3,8,5,4,3,2,4,76.8,23.9,10,3,900000
RESP_IN_00378,"₹3,00,000 - ₹6,00,000",122,4,7,1,4,5,2,2,84.6,27.9,10,2,450000
RESP_IN_00379,"> ₹25,00,000",103,3,5,2,2,4,2,3,94.3,21.1,10,5,3500000
RESP_IN_00380,"₹3,00,000 - ₹6,00,000",161,7,10,1,4,5,4,1,100.0,37.9,10,2,450000
RESP_IN_00381,"₹6,00,000 - ₹12,00,000",86,2,5,3,5,3,1,2,97.6,22.3,8,3,900000
RESP_IN_00382,"₹6,00,000 - ₹12,00,000",95,3,4,4,5,3,4,3,78.8,29.5,9,3,900000
RESP_IN_00383,"₹12,00,000 - ₹25,00,000",117,3,7,2,4,5,5,5,93.1,28.9,10,4,1850000
RESP_IN_00384,"< ₹3,00,000",78,2,4,1,3,4,2,2,81.3,28.0,7,1,200000
RESP_IN_00385,"< ₹3,00,000",102,3,4,3,1,3,4,4,81.9,30.2,8,1,200000
RESP_IN_00386,"< ₹3,00,000",90,2,5,4,2,3,4,5,86.9,25.8,8,1,200000
RESP_IN_00387,"₹6,00,000 - ₹12,00,000",78,3,6,2,1,4,2,2,85.5,28.8,9,3,900000
RESP_IN_00388,"₹3,00,000 - ₹6,00,000",106,3,6,1,3,4,5,2,94.6,36.3,8,2,450000
RESP_IN_00389,"₹12,00,000 - ₹25,00,000",156,6,6,2,2,5,1,3,82.8,30.0,10,4,1850000
RESP_IN_00390,"< ₹3,00,000",119,3,7,2,2,5,3,4,100.0,25.1,10,1,200000
RESP_IN_00391,"₹12,00,000 - ₹25,00,000",132,5,8,4,4,5,4,1,100.0,38.2,10,4,1850000
RESP_IN_00392,"₹12,00,000 - ₹25,00,000",87,3,8,2,1,2,1,1,80.7,24.2,9,4,1850000
RESP_IN_00393,"₹6,00,000 - ₹12,00,000",103,2,2,4,4,3,4,1,90.2,43.5,7,3,900000
RESP_IN_00394,"₹3,00,000 - ₹6,00,000",100,2,3,1,1,5,5,2,83.9,38.3,8,2,450000
RESP_IN_00395,"₹3,00,000 - ₹6,00,000",73,2,6,4,4,4,3,3,93.1,26.3,9,2,450000
RESP_IN_00396,"₹6,00,000 - ₹12,00,000",86,3,5,2,3,3,4,3,83.4,24.0,8,3,900000
RESP_IN_00397,"₹3,00,000 - ₹6,00,000",129,5,8,1,4,5,2,3,88.8,26.4,10,2,450000
RESP_IN_00398,"₹3,00,000 - ₹6,00,000",124,5,6,1,5,5,4,5,100.0,21.0,10,2,450000
RESP_IN_00399,"₹12,00,000 - ₹25,00,000",72,3,5,4,3,2,2,5,75.6,13.9,10,4,1850000
RESP_IN_00400,"< ₹3,00,000",120,4,7,2,2,5,2,5,95.1,17.1,10,1,200000
RESP_IN_00401,"₹6,00,000 - ₹12,00,000",156,7,9,2,2,5,2,3,85.7,27.7,10,3,900000
RESP_IN_00402,"₹3,00,000 - ₹6,00,000",109,4,9,3,5,4,2,2,95.4,18.2,10,2,450000
RESP_IN_00403,"₹3,00,000 - ₹6,00,000",118,4,8,2,5,5,2,1,86.9,32.8,10,2,450000
RESP_IN_00404,"< ₹3,00,000",91,2,4,1,4,4,4,4,84.3,30.6,8,1,200000
RESP_IN_00405,"₹3,00,000 - ₹6,00,000",128,4,8,2,1,5,1,2,78.4,20.2,10,2,450000
RESP_IN_00406,"₹3,00,000 - ₹6,00,000",138,6,10,3,4,5,3,4,100.0,27.7,10,2,450000
RESP_IN_00407,"₹12,00,000 - ₹25,00,000",117,4,6,3,3,4,2,2,100.0,29.1,10,4,1850000
RESP_IN_00408,"₹12,00,000 - ₹25,00,000",110,3,7,4,3,3,5,4,86.2,29.6,9,4,1850000
RESP_IN_00409,"< ₹3,00,000",66,1,5,1,2,3,3,4,75.1,29.8,7,1,200000
RESP_IN_00410,"₹6,00,000 - ₹12,00,000",121,5,5,2,3,5,5,4,82.7,30.1,10,3,900000
RESP_IN_00411,"₹6,00,000 - ₹12,00,000",115,5,8,2,5,5,3,2,86.4,28.4,10,3,900000
RESP_IN_00412,"> ₹25,00,000",113,4,8,3,1,4,4,4,100.0,21.3,10,5,3500000
RESP_IN_00413,"< ₹3,00,000",99,2,6,2,3,3,4,2,83.3,39.4,7,1,200000
RESP_IN_00414,"> ₹25,00,000",116,5,7,1,2,5,3,3,90.4,19.7,10,5,3500000
RESP_IN_00415,"₹3,00,000 - ₹6,00,000",147,6,9,3,3,5,2,2,87.3,21.0,10,2,450000
RESP_IN_00416,"₹6,00,000 - ₹12,00,000",119,4,7,5,1,2,1,3,79.9,22.8,10,3,900000
RESP_IN_00417,"₹12,00,000 - ₹25,00,000",107,3,6,2,5,5,1,5,91.6,13.4,10,4,1850000
RESP_IN_00418,"< ₹3,00,000",117,4,8,1,3,5,2,1,100.0,29.5,10,1,200000
RESP_IN_00419,"> ₹25,00,000",48,1,7,3,4,2,3,1,99.4,34.2,7,5,3500000
RESP_IN_00420,"₹3,00,000 - ₹6,00,000",155,6,9,3,4,5,4,4,92.5,23.7,10,2,450000
RESP_IN_00421,"₹12,00,000 - ₹25,00,000",108,4,9,2,1,5,2,5,86.4,21.4,10,4,1850000
RESP_IN_00422,"₹12,00,000 - ₹25,00,000",108,4,6,4,2,4,1,4,77.1,21.1,10,4,1850000
RESP_IN_00423,"₹12,00,000 - ₹25,00,000",103,3,9,3,2,5,4,3,99.1,35.1,10,4,1850000
RESP_IN_00424,"₹6,00,000 - ₹12,00,000",134,6,9,5,1,4,3,3,85.0,29.0,10,3,900000
RESP_IN_00425,"< ₹3,00,000",67,2,6,2,2,2,2,2,73.7,25.4,7,1,200000
RESP_IN_00426,"> ₹25,00,000",89,2,6,1,2,4,2,2,94.0,20.0,9,5,3500000
RESP_IN_00427,"₹3,00,000 - ₹6,00,000",111,4,7,2,3,5,4,1,91.1,38.6,10,2,450000
RESP_IN_00428,"< ₹3,00,000",136,5,6,1,3,5,4,2,96.4,30.7,10,1,200000
RESP_IN_00429,"> ₹25,00,000",152,6,9,3,3,5,5,1,84.8,41.6,10,5,3500000
RESP_IN_00430,"₹3,00,000 - ₹6,00,000",101,3,4,2,4,5,4,2,82.6,34.1,10,2,450000
RESP_IN_00431,"₹3,00,000 - ₹6,00,000",80,2,5,4,4,4,3,2,93.4,24.0,9,2,450000
RESP_IN_00432,"₹3,00,000 - ₹6,00,000",93,3,7,1,1,5,4,1,88.4,35.2,10,2,450000
RESP_IN_00433,"₹3,00,000 - ₹6,00,000",130,6,8,5,1,5,4,1,83.1,34.1,10,2,450000
RESP_IN_00434,"< ₹3,00,000",96,4,5,2,3,4,1,4,88.5,19.4,10,1,200000
RESP_IN_00435,"< ₹3,00,000",76,2,3,1,5,4,2,5,91.4,14.7,8,1,200000
RESP_IN_00436,"₹6,00,000 - ₹12,00,000",145,6,10,2,4,5,3,1,95.8,28.2,10,3,900000
RESP_IN_00437,"₹6,00,000 - ₹12,00,000",76,1,6,3,5,4,1,2,94.2,27.8,9,3,900000
RESP_IN_00438,"₹3,00,000 - ₹6,00,000",123,4,8,2,3,4,2,5,100.0,18.0,10,2,450000
RESP_IN_00439,"> ₹25,00,000",90,2,5,4,5,3,2,3,82.0,24.6,9,5,3500000
RESP_IN_00440,"₹12,00,000 - ₹25,00,000",103,3,5,2,3,4,2,1,87.8,36.6,9,4,1850000
RESP_IN_00441,"₹6,00,000 - ₹12,00,000",116,4,6,1,1,5,1,2,80.3,28.6,10,3,900000
RESP_IN_00442,"₹6,00,000 - ₹12,00,000",95,3,8,3,2,4,2,2,91.6,28.2,10,3,900000
RESP_IN_00443,"₹3,00,000 - ₹6,00,000",99,3,6,4,5,3,3,3,100.0,29.3,10,2,450000
RESP_IN_00444,"₹6,00,000 - ₹12,00,000",99,5,7,3,5,5,4,4,100.0,22.6,10,3,900000
RESP_IN_00445,"₹6,00,000 - ₹12,00,000",118,5,7,3,3,5,2,5,100.0,19.3,10,3,900000
RESP_IN_00446,"₹6,00,000 - ₹12,00,000",116,4,7,3,4,5,2,3,90.2,15.1,10,3,900000
RESP_IN_00447,"₹12,00,000 - ₹25,00,000",89,3,8,4,4,3,1,1,64.5,27.5,9,4,1850000
RESP_IN_00448,"₹3,00,000 - ₹6,00,000",106,3,7,3,4,3,4,4,85.9,26.6,10,2,450000
RESP_IN_00449,"₹3,00,000 - ₹6,00,000",99,3,6,4,2,3,2,2,100.0,30.6,10,2,450000
RESP_IN_00450,"₹3,00,000 - ₹6,00,000",107,4,7,2,1,5,1,2,100.0,23.3,10,2,450000
RESP_IN_00451,"₹12,00,000 - ₹25,00,000",131,5,8,2,5,5,2,1,98.7,36.5,10,4,1850000
RESP_IN_00452,"₹12,00,000 - ₹25,00,000",92,2,7,1,3,3,1,4,85.7,15.4,10,4,1850000
RESP_IN_00453,"₹12,00,000 - ₹25,00,000",147,6,9,2,5,5,2,3,79.7,16.3,10,4,1850000
RESP_IN_00454,"₹6,00,000 - ₹12,00,000",123,4,6,5,4,4,1,4,100.0,22.3,10,3,900000
RESP_IN_00455,"> ₹25,00,000",86,3,8,2,3,3,2,5,100.0,10.3,10,5,3500000
RESP_IN_00456,"₹3,00,000 - ₹6,00,000",79,3,7,3,2,2,3,5,87.9,26.8,9,2,450000
RESP_IN_00457,"< ₹3,00,000",124,4,8,5,3,3,2,3,100.0,20.8,10,1,200000
RESP_IN_00458,"₹12,00,000 - ₹25,00,000",101,3,6,3,1,4,2,4,98.7,19.8,10,4,1850000
RESP_IN_00459,"> ₹25,00,000",116,4,9,2,5,5,3,4,92.8,22.5,10,5,3500000
RESP_IN_00460,"₹3,00,000 - ₹6,00,000",92,3,8,3,1,5,2,5,94.7,16.2,10,2,450000
RESP_IN_00461,"₹3,00,000 - ₹6,00,000",153,6,12,1,4,5,4,2,89.1,31.8,10,2,450000
RESP_IN_00462,"₹3,00,000 - ₹6,00,000",100,3,6,1,1,5,3,3,96.3,21.6,10,2,450000
RESP_IN_00463,"₹12,00,000 - ₹25,00,000",122,4,7,2,4,5,2,5,81.8,22.4,10,4,1850000
RESP_IN_00464,"₹6,00,000 - ₹12,00,000",88,5,9,1,3,4,4,3,84.0,30.8,10,3,900000
RESP_IN_00465,"₹6,00,000 - ₹12,00,000",134,5,9,2,5,5,3,2,100.0,31.0,10,3,900000
RESP_IN_00466,"< ₹3,00,000",96,4,5,3,1,4,1,3,75.0,17.1,10,1,200000
RESP_IN_00467,"< ₹3,00,000",85,3,6,3,2,4,2,2,88.4,29.7,10,1,200000
RESP_IN_00468,"< ₹3,00,000",164,6,8,2,2,5,1,3,100.0,14.7,10,1,200000
RESP_IN_00469,"₹6,00,000 - ₹12,00,000",87,3,5,3,3,3,3,1,87.5,34.4,8,3,900000
RESP_IN_00470,"< ₹3,00,000",112,4,9,3,5,5,2,3,88.1,22.5,10,1,200000
RESP_IN_00471,"₹3,00,000 - ₹6,00,000",105,3,8,4,5,3,2,4,95.5,14.8,10,2,450000
RESP_IN_00472,"₹3,00,000 - ₹6,00,000",140,5,6,3,5,5,5,4,79.0,24.5,10,2,450000
RESP_IN_00473,"₹3,00,000 - ₹6,00,000",105,3,5,3,3,3,4,5,73.5,21.8,10,2,450000
